sku,handle,title,vendor,product_type,min_price,max_price,avg_price,currency,url,description,tags,created_at,updated_at,published_at
,dungeons-dragons-adventure-dice-barbarian-orange-sirius-dice,Dungeons & Dragons Adventure Dice - Barbarian: Orange | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-barbarian-orange-sirius-dice,"Unleash your fury with the officially licensed Dungeons & Dragons Adventure Dice Set for Barbarians. This vibrant orange set embodies the raw power and primal ferocity of the Barbarian, with dice tailored for delivering devastating blows and withstanding the fiercest of battles. Perfect for rolling those high-damage attacks and shrugging off the toughest hits, these dice are essential for any Barbarian looking to dominate the battlefield.





Product Features:

Every Dice Needed:


The Barbarian set includes 15 dice

3 x d4 | 1 x d6 | 3 x d8 | 3 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:


Each set features 2024 D&D class icons on the dice faces


Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T15:39:31-04:00,2025-08-08T14:57:42-04:00,2024-09-20T15:51:06-04:00
,dungeons-dragons-new-adventurer-dice-set-red-sirius-dice,Dungeons & Dragons New Adventurer Dice Set - RED DICE | Sirius Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/dungeons-dragons-new-adventurer-dice-set-red-sirius-dice,"Prepare your epic journey into the world of Dungeons & Dragons with the officially licensed New Adventurer Set. This comprehensive starter set is perfect for new players, providing everything needed to dive into campaigns and create heroic tales.
What’s Included in the New Adventurer Set:
Magnetic Carrying Case:


Secure and organize dice with this sleek case.


Includes a handy dice reference guide for quick, easy rolls.


11-Piece Oversized Dice Set:


Features an easy-to-read, oversized dice set.


Includes a standard 7-piece set plus an extra D20 and 3 bonus D6 dice for ability scores.


Crafted with the iconic Tiamat font and official D&D logo.


D&D Branded Mechanical Pencil:


Perfect for note-taking, drafting character stories, and planning gameplay.


Stylish and practical for all game sessions.


Character Sheet:


New design from 2024 D&D to streamline the character creation process.


Helps players start their adventures quickly and efficiently.


Perfect for:


Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","Dice, Red",2024-08-27T15:43:25-04:00,2025-08-08T14:57:40-04:00,2024-09-17T13:04:30-04:00
,dungeons-dragons-adventure-dice-monk-blue-sirius-dice,Dungeons & Dragons Adventure Dice - Monk: Blue / Gold | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-monk-blue-sirius-dice,"Master your inner peace with the officially licensed Dungeons & Dragons Adventure Dice Set for Monks. This blue and gold set is crafted to embody the discipline and agility of the Monk, with dice tailored for delivering rapid strikes and harnessing spiritual energy. Whether you're deflecting incoming attacks or unleashing blows on your enemies, these dice will elevate your Monk's abilities in every encounter.





Product Features:

Every Dice Needed:


The Monk set includes 12 dice

2 x d4 | 2 x d6 | 2 x d8 | 2 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T16:28:15-04:00,2025-08-08T14:57:42-04:00,2024-09-20T16:31:56-04:00
,dungeons-dragons-adventure-dice-rogue-purple-sirius-dice,Dungeons & Dragons Adventure Dice - Rogue: Purple | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-rogue-purple-sirius-dice,"Step into the shadows with the officially licensed Dungeons & Dragons Adventure Dice Set for Rogues with these stealthy purple dice. This set is designed to embody the cunning and finesse of the Rogue, with dice tailored for executing deadly sneak attacks and evading traps. Whether you’re slipping through the shadows or outwitting your foes, these dice will enhance your Rogue’s every move.





Product Features:

Every Dice Needed:


The Rogue set includes 15 dice

2 x d4 | 6 x d6 | 2 x d8 | 1 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T17:00:53-04:00,2025-08-08T14:57:43-04:00,2024-09-20T17:04:17-04:00
,dungeons-dragons-adventure-dice-wizard-blue-sirius-dice,Dungeons & Dragons Adventure Dice - Wizard: Blue | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-wizard-blue-sirius-dice,"Unleash your arcane power with the officially licensed Dungeons & Dragons Adventure Dice Set for Wizards. This blue set is crafted to embody the wisdom and mystique of the Wizard class, with dice tailored for casting epic spells and shaping the fabric of reality. Perfectly complementing the intellectual nature of Wizards, these dice will bring your magical prowess to life in every roll. Whether you’re calling meteors from the sky or opening portals to other worlds, this set is a must-have for any aspiring spellcaster.





Product Features:

Every Dice Needed:


The Wizard set includes 16 dice

1 x d4 | 2 x d6 | 4 x d8 | 4 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T15:23:03-04:00,2025-08-08T14:57:41-04:00,2024-09-20T15:28:33-04:00
,dice-set-cloud-red-acrylic,Red Cloud Resin Dice Set,Sirius Dice,Polyhedral Dice Set,11.99,11.99,11.99,,https://siriusdice.com/products/dice-set-cloud-red-acrylic,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice. Style: Red Cloud Resin","Cloud, Dice, Red",2021-01-20T18:40:37-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:37-05:00
,dungeons-dragons-adventure-dice-set-fighter-blue-sirius-dice,Dungeons & Dragons Adventure Dice Set - Fighter: Blue | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-set-fighter-blue-sirius-dice,"Introducing the officially licensed Dungeons & Dragons Adventure Dice Set for Fighters, the ultimate accessory for any D&D fan. Crafted in a bold blue, this set embodies the unyielding spirit of the Fighter. With a specific number of dice tailored to suit the needs of this battle-hardened class, these dice are perfect for rolling critical hits and smashing through enemy defenses. Whether you're leading the charge or holding the line, these dice will bring your character to life with every roll.





Product Features:

Every Dice Needed:


The Fighter set includes 17 dice

2 x d4 | 4 x d6 | 4 x d8 | 2 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-19T16:30:23-04:00,2025-08-08T14:57:41-04:00,2024-09-20T15:22:36-04:00
,dungeons-dragons-xanathars-treasure-pack-waterdeep-collection-sirius-dice,Dungeons & Dragons Xanathar's Treasure Pack: Waterdeep Collection | Sirius Dice,Sirius Dice,Dice Sets,19.99,19.99,19.99,,https://siriusdice.com/products/dungeons-dragons-xanathars-treasure-pack-waterdeep-collection-sirius-dice,"SHIPPING MAY BE DELAYED
Dive deep into the world of the Dungeons & Dragons Xanathar's Treasure Packs: Gold Edition, where every pack is a gateway to a D&D adventure. Each pack contains a full 7-piece dice set, a metal currency/themed coin, and a quality embroidered D&D bag. Be on the hunt for only 50 24K GOLD PLATED XANATHAR COINS!
53 NEW Exclusive Dice Sets
Explore 53 never Released Dice Sets, including specialty themed sets! There are 3 sets of Themed Legendary Dice and 2 Themed Artifact Dice Sets made out of Natural Stone. Themed Legendary Dice Sets includes Xanathar trapped within each die. Dice set rarities range from Common, Uncommon, Rare, Super Rare, Themed Legendary, and Themed Artifacts. 
Hunt for the Xanathar Coin
Lucky explorers might discover the coveted 24K Gold-Plated Xanathar Coin within their pack. Only 50 of these exclusive coins have been produced, making any collection stand out. 
New Waterdeep Currency & Themed Coins
Discover the new themed coins offered in each pack featuring iconic creatures and abilities within Waterdeep. Now introducing Waterdeep currency coins to allow any player to be fully emersed in their next campaign.","d&d dice, d&d dice bag, d&d dice set, d&d dice sets, Dice, dungeons and dragons, dungeons and dragons dice, mystery, polyhedral dice set, rpg dice",2025-02-03T15:53:15-05:00,2025-08-08T14:57:45-04:00,2025-04-02T11:52:02-04:00
,dungeons-dragons-adventure-dice-warlock-red-sirius-dice,Dungeons & Dragons Adventure Dice - Warlock: Purple | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-warlock-red-sirius-dice,"Channel otherworldly powers with the officially licensed Dungeons & Dragons Adventure Dice Set for Warlocks. This mysterious purple set is designed to embody the arcane pacts and eldritch secrets of the Warlock, with dice tailored for invocations and wielding forbidden magic. Whether you’re summoning a familiar or calling upon your patron, these dice will unlock your Warlock’s full potential.





Product Features:

Every Dice Needed:


The Warlock set includes 16 dice

1 x d4 | 6 x d6 | 2 x d8 | 2 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T17:08:42-04:00,2025-08-08T14:57:44-04:00,2024-09-20T17:12:02-04:00
,dungeons-dragons-adventure-dice-bard-blue-sirius-dice,Dungeons & Dragons Adventure Dice - Bard: Blue / Green Dice | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-bard-blue-sirius-dice,"Inspire your party with the officially licensed Dungeons & Dragons Adventure Dice Set for Bards. This stylish blue set captures the charm and creativity of the Bard, with dice perfectly suited for casting spells, performing inspiring songs, and weaving illusions. Whether you’re bolstering your allies or beguiling your enemies, these dice will add flair to every performance, making your Bard the star of any campaign.





Product Features:

Every Dice Needed:


The Bard set includes 15 dice

2 x d4 | 3 x d6 | 4 x d8 | 2 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T15:56:06-04:00,2025-08-08T14:57:42-04:00,2024-09-20T16:20:24-04:00
,dungeons-dragons-adventure-dice-rogue-black-sirius-dice,Dungeons & Dragons Adventure Dice - Rogue: Black | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-rogue-black-sirius-dice,"Step into the shadows with the officially licensed Dungeons & Dragons Adventure Dice Set for Rogues with these stealthy purple dice. This set is designed to embody the cunning and finesse of the Rogue, with dice tailored for executing deadly sneak attacks and evading traps. Whether you’re slipping through the shadows or outwitting your foes, these dice will enhance your Rogue’s every move.





Product Features:

Every Dice Needed:


The Rogue set includes 15 dice

2 x d4 | 6 x d6 | 2 x d8 | 1 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T15:10:18-04:00,2025-08-08T14:57:41-04:00,2024-09-20T15:22:27-04:00
,d-d-pins-d-d-cartoon-diana-the-acrobat,Dungeons & Dragons: The Cartoon - Diana the Acrobat Pin | Sirius Dice,Sirius Dice,Jewelry,12.99,12.99,12.99,,https://siriusdice.com/products/d-d-pins-d-d-cartoon-diana-the-acrobat,"This collectible pin features Diana the Acrobat from the classic Dungeons & Dragons cartoon, embodying her athleticism and confidence. Crafted with vibrant enamel, it showcases her iconic brown outfit, and magical staff, capturing her dynamic energy. A must-have for fans, this pin celebrates Diana's grace and bravery in stunning detail.",pin,2024-12-06T08:31:35-05:00,2025-08-08T14:57:44-04:00,2025-01-27T10:40:05-05:00
,dice-set-translucent-purple-resin,Translucent Purple Resin Dice Set,Sirius Dice,Polyhedral Dice Set,8.99,8.99,8.99,,https://siriusdice.com/products/dice-set-translucent-purple-resin,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Translucent Purple Resin","polyhedral dice, polyhedral dice set, Purple, purple dnd dice set",2021-01-20T18:40:35-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:35-05:00
,dungeons-dragons-adventure-dice-ranger-green-sirius-dice,Dungeons & Dragons Adventure Dice - Ranger Multi-Colored | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-ranger-green-sirius-dice,"Track your prey with the officially licensed Dungeons & Dragons Adventure Dice Set for Rangers. This green and multi-colored set is crafted to capture the versatility and sharp instincts of the Ranger, with dice perfect for precision strikes and navigating the wilds. Whether you're hunting down foes or leading your party through treacherous terrain, these dice will sharpen your Ranger’s skills with every roll.





Product Features:

Every Dice Needed:


The Ranger set includes 16 dice

2 x d4 | 4 x d6 | 4 x d8 | 2 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T16:57:02-04:00,2025-08-08T14:57:43-04:00,2024-09-22T14:29:36-04:00
,teal-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,Teal Unicorn 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,9.99,9.99,9.99,,https://siriusdice.com/products/teal-unicorn-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Forage for adventure with our Unicorn Dice Sets!
The Unicorn dice set has a vibrant array of colors, each die infused with an enchanting design. Perfect for adding a touch of magic to every roll.
Key Features:

Comes in Multiple Vibrant Colors
7-piece sets for all your favorite RPG games, featuring the essential polyhedral dice: d4, d6, d8, d10, d00 (percentile), d12, and d20.
Magical Packaging: Packaged in Sirius Dice’s standard potion tube, the flat-bottom tube allows for easy carrying and storage

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","polyhedral dice, polyhedral dice set",2024-08-26T15:28:25-04:00,2025-08-08T14:57:40-04:00,2024-09-17T16:52:13-04:00
,d-d-pins-d-d-cartoon-hank-the-ranger-copy,Dungeons & Dragons: The Cartoon - Dungeon Master - Pinny Arcade | Sirius Dice,Sirius Dice,Jewelry,12.99,12.99,12.99,,https://siriusdice.com/products/d-d-pins-d-d-cartoon-hank-the-ranger-copy,"Behold the Pinny Arcade pin of the Dungeon Master from the classic Dungeons & Dragons cartoon. His iconic red robes and serene expression are faithfully recreated in vibrant enamel. A perfect addition for fans of the series, this pin brings nostalgia and charm to any collection.",,2024-12-06T08:33:20-05:00,2025-08-08T14:57:45-04:00,2025-01-27T10:41:19-05:00
,dungeons-dragons-adventure-dice-cleric-grenn-sirius-dice,Dungeons & Dragons Adventure Dice - Cleric: Green | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-cleric-grenn-sirius-dice,"Channel divine energy with the officially licensed Dungeons & Dragons Adventure Dice Set for Clerics. This green set is designed to reflect the healing and protective powers of the Cleric, with a specific number of dice tailored for casting blessings, curing ailments, and banishing evil. Whether you're a beacon of light in the darkest dungeon or a warrior of the gods, these dice will enhance your sacred duties with every roll.





Product Features:

Every Dice Needed:


The Cleric set includes 15 dice

3 x d4 | 1 x d6 | 3 x d8 | 3 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T15:29:22-04:00,2025-08-08T14:57:41-04:00,2024-09-20T15:37:41-04:00
,dnd-bamboo-dice-vault,Dungeons & Dragons Wood Dice Vault | Sirius Dice,Sirius Dice,Dice Vault,64.99,64.99,64.99,,https://siriusdice.com/products/dnd-bamboo-dice-vault,"Level Up Your Game & Give Back to the Planet!
Introducing the DUNGEONS & DRAGONS Wood Dice Vault, the perfect tabletop accessory for adventurers! Designed with both style and sustainability in mind, this premium dice vault offers secure storage, a lined interior for protection, and a convertible rolling tray—all in a compact, portable design!
Sustainability Matters! For every purchase, Sirius donates $10 to One Tree Planted, helping to plant 10 trees in reforestation efforts. Plus, the vault is made from FSC®-certified wood, ensuring responsible harvesting that benefits communities, wildlife, and the environment.
Key Features: 
✔ Holds up to 20 dice
✔ Converts into a rolling tray with a pencil slot that doubles as a phone or tablet stand
✔ Compact & portable – perfect for game nights on the go
✔ Strong mini magnets ensure secure closure
__________________
FSC® Promotional License Code FSC-N004089","dice box, dice boxes, vault, Wood",2024-12-04T12:40:04-05:00,2025-08-08T14:57:44-04:00,2025-07-30T21:04:45-04:00
,dungeons-dragons-mini-dice-cups,Dungeons & Dragons: Mini Dice Cups | Sirius Dice,Sirius Dice,Polyhedral Dice Set,19.99,19.99,19.99,,https://siriusdice.com/products/dungeons-dragons-mini-dice-cups,"Level up your role-playing games with our Dungeons & Dragons: Mini Dice Cups, made of glass featuring intricate sculpts of iconic D&D characters with a mini-dice set included!
Features:


Blind Unboxings: Enjoy blind unboxings with a range of character cups categorized as Common, Rare, and Legendary. Collect them all to complete your set!


Unique Character Cups: Reveal Iconic D&D Characters including Mind flayer, Mimic, Beholder, and more!

Mini-Dice Set Included: Each cup comes with a mini-dice set, ensuring you have everything you need for your next roll

Rarity Levels
COMMON
Base Wash Sculpt with Acrylic Dice
ODDS 1:2
RARE
Painted Sculpts with Acrylic Dice
ODDS 1:4
LEGENDARY
Chase The Legendary Metal Plated Version with Acrylic Dice
ODDS 1:12
Discover Them All

The Mimic
Drizzt
Minsc & Boo
Red Dragon
Elminster
Beholder
The Grung
Mind Flayer","Blind Purchase, d&d dice, d&d dice set, d&d dice sets, dnd dice, dnd dice set, online d&d dice",2024-07-22T16:09:57-04:00,2025-08-08T14:57:39-04:00,2024-09-22T15:40:57-04:00
,dungeons-dragons-adventure-dice-wizard-fuchsia-sirius-dice,Dungeons & Dragons Adventure Dice - Wizard: Fuchsia | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-wizard-fuchsia-sirius-dice,"Harness arcane knowledge with the officially licensed Dungeons & Dragons Adventure Dice Set for Wizards in a vibrant fuchsia. This set is tailored to the needs of the Wizard, with dice perfect for casting powerful spells and unraveling the mysteries of the universe. Whether you’re delving into ancient tomes or summoning magical forces, these dice will empower your Wizard’s journey with every roll.





Product Features:

Every Dice Needed:


The Wizard set includes 16 dice

1 x d4 | 1 x d6 | 4 x d8 | 4 x d10 | 2 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T17:12:30-04:00,2025-08-08T14:57:44-04:00,2024-09-20T17:15:06-04:00
,dnd-yawning-portal-treasure-packs,Dungeons & Dragons The Yawning Treasure Portal Pack: Waterdeep Collection | Sirius Dice,Sirius Dice,D20 Dice,19.99,19.99,19.99,,https://siriusdice.com/products/dnd-yawning-portal-treasure-packs,"Discover the Riches of Waterdeep – One Pack at a Time!
Enter the legendary Yawning Portal and uncover a trove of collectible treasures with The Yawning Portal Treasure Packs– part of the Waterdeep Collection by Sirius Dice and officially licensed by Dungeons & Dragons.
Each foil pack contains premium components crafted for adventurers, collectors, and roleplayers alike:
A Complete, Exclusive 7-Dice Set


Collect all 36 unique dice sets


Features character-inspired themes like Durnan, Volothamp Geddarm, Mordenkainen, and more


Includes 6 tiers of rarity: Common, Uncommon, Rare, Very Rare, Legendary, and Artifact


Highlights new color variants from Xanathar’s Treasure to delight returning fans


A Gleaming Metal Coin


Discover one of 29 designs, including Waterdeep currency and ability coins

Great for enhancing roleplay or collecting

An Embroidered Dice Bag


Collect all 8 unique designs

Designed with quality materials and immersive fantasy detail

Collect. Discover. Adventure. One pack at a time.","d&d dice, d&d dice set, d&d dice sets, Dice, dungeons and dragons, dungeons and dragons dice, mystery, Pack, polyhedral dice, polyhedral dice set",2025-03-31T17:10:17-04:00,2025-08-08T14:57:45-04:00,2025-08-08T10:59:46-04:00
,dice-set-translucent-blue-resin,Translucent Blue Resin Dice Set,Sirius Dice,Polyhedral Dice Set,8.99,8.99,8.99,,https://siriusdice.com/products/dice-set-translucent-blue-resin,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Translucent Blue Resin","Blue, Dice, polyhedral dice, polyhedral dice set",2021-01-20T18:40:36-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:36-05:00
,dungeons-dragons-pins-monsters-then-and-now-pack-sirius-dice,Dungeons & Dragons: Pins - Monsters: Then and Now Pack | Sirius Dice,Sirius Dice,Jewelry,11.99,11.99,11.99,,https://siriusdice.com/products/dungeons-dragons-pins-monsters-then-and-now-pack-sirius-dice,"Dive into the world of monstrous mayhem with the Dungeons & Dragons Monster Mystery Pin Pack! Each pack contains a randomly selected enamel pin showcasing 24 of the game’s iconic monsters, from fearsome dragons to mischievous mimics. Perfect for collectors and adventurers, these pins let you carry a piece of the Monster Manual wherever your quests take you.

24 Mystery Pins to Collect
There are 24 monsters pins to discover in each pack! Each pin captures the essence of an iconic monster, making every pack an adventure to uncover your next favorite creature!

4 Sterling Silver Chase Pins
Keep an eye out for the 4 rare Sterling Silver Chase Pins hidden in the Dungeons & Dragons Monster Mystery Pin Pack! These exclusive treasures are perfect for collectors seeking something truly special.

5 Editions of Iconic Art
These pins span multiple editions (1st through 5th), celebrating D&D's rich history. No matter which edition is your favorite, there's a pin for you! 

Collect them All! 
• The Red Dragon | Gen 1-5
• Red Dragon Sterling Silver (RARE)
• The Beholder | Gen 1-5
• Beholder Sterling Silver (RARE)
• The Mimic | Gen 1-5
• Mimic Sterling Silver (RARE)
• The Owl Bear | Gen 1-5
• Owl Bear Sterling Silver (RARE)","dungeons and dragons, pin",2025-01-07T17:27:22-05:00,2025-08-08T14:57:45-04:00,2025-03-20T11:13:11-04:00
,daggerheart-duality-dice-fate-of-the-mortal-realms-dice-set-sirius-dice,Daggerheart Duality Dice Set - Fate of the Mortal Realms,Sirius Dice,Dice Sets,19.99,19.99,19.99,,https://siriusdice.com/products/daggerheart-duality-dice-fate-of-the-mortal-realms-dice-set-sirius-dice,"Step into adventure with the Daggerheart Duality Dice: Fate of the Mortal Realms Dice Set, crafted exclusively for Daggerheart, the bold new tabletop RPG from Darrington Press! This 9-dice set is designed for the world of Daggerheart, where every roll shapes your hero’s fate.
At its core, you’ll find a classic 7-die RPG set, beautifully layered in navy blue and teal, evoking the balance between destiny and danger. But Daggerheart introduces something new—the Hope and Fear dice, two custom d12s that bring tension and triumph to every session.

The Hope die is swirled with teal tones, carrying a glimmer of optimism.
The Fear die, swirled in navy blues, broods in deep, shadowy hues, embodying the weight of risk.
The d20, Hope, and Fear dice proudly display the Daggerheart icon on their high faces, marking the moments that define your story.

With this official Daggerheart Duality Dice Set, you’ll be ready to forge your path, embrace the unknown, and roll for fate like never before. Releasing alongside the TTRPG’s launch—don’t miss your chance to claim your destiny!","Critical Role, Daggerheart, Dice, Fate of the Moral, polyhedral dice, polyhedral dice set",2025-04-07T15:09:05-04:00,2025-08-08T14:57:45-04:00,2025-05-20T10:06:38-04:00
,dungeons-dragons-adventure-dice-druid-green-sirius-dice,Dungeons & Dragons Adventure Dice - Druid: Green | Sirius Dice,Sirius Dice,Polyhedral Dice Set,24.99,24.99,24.99,,https://siriusdice.com/products/dungeons-dragons-adventure-dice-druid-green-sirius-dice,"Embrace the power of nature with the officially licensed Dungeons & Dragons Adventure Dice Set for Druids. This earthy green set is crafted to reflect the deep connection Druids have with the natural world, with dice tailored for casting transformative spells and commanding the elements. Whether you're shifting into a beast or summoning the forces of nature, these dice will enhance your Druidic powers with every roll.





Product Features:

Every Dice Needed:


The Druid set includes 15 dice

1 x d4 | 4 x d6 | 8 x d8 | 2 x d10 | 1 x d12 | 1 x d% | 2 x d20

Includes a handy dice reference guide for quick, easy rolls.


Icons that Match:



Each set features 2024 D&D class icons on the dice faces



Unique & Tailored Colors:

Featuring colors that perfectly complement each class and new class icons, these dice bring characters to life with every roll.

Perfect for:



Dungeons & Dragons


Pathfinder


Shadowrun


Tabletop Role Playing Games (RPGs)


Board Games","class, Dice, set of dice",2024-09-20T16:20:52-04:00,2025-08-08T14:57:42-04:00,2024-09-20T16:24:05-04:00
,d-d-pins-d-d-cartoon-hank-the-ranger,Dungeons & Dragons: The Cartoon - Hank the Ranger Pin | Sirius Dice,Sirius Dice,,12.99,12.99,12.99,,https://siriusdice.com/products/d-d-pins-d-d-cartoon-hank-the-ranger,"This collectible pin features Hank the Ranger from the classic Dungeons & Dragons cartoon, showcasing his courageous and determined spirit. Designed with vibrant enamel, it highlights his iconic blonde hair, green tunic, and magical energy bow drawn and ready for action. A perfect addition for fans of the series, this pin celebrates the fearless leader of the group in style.",,2024-12-06T08:32:17-05:00,2025-08-08T14:57:44-04:00,2025-01-27T10:40:29-05:00
